IČO organizace:2;Název organizace:;Právní forma:;Velikostní kategorie:;Adresa:;Kraj:;Okres:;Obec:;Datum vzniku:;Rok vzniku:;Instituce v likvidaci:;Činnost:;Obor:;Nadační kapitál:;Statutární orgán:;Zakladatel:;Počet pobočných spolků:;Popis účelu:;Živnostenské oprávnění:;X:;Y:;GlobalID;x;y
505536;Sdružení výtvarníků České republiky;Spolek;Neuvedeno;Praha, 19000, Libeň (Praha 9), Sokolovská 961/260;Hlavní město Praha;Praha;Praha;27/03/1990;"1 990";aktivní;Služby hospodářských svazů;Ostatní;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,457";"50,076";034feb6e-e9b5-4762-81d4-105e799376d2;"14,457";"50,076"
505609;Klub českých turistů;Spolek;6 - 9 zaměstnanců;Praha, 11000, Nové Město (Praha 1), Revoluční 1056/8A;Hlavní město Praha;Praha;Praha;21/03/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,428";"50,09";1b8bd132-aa92-40eb-8efa-aac32872c834;"14,428";"50,09"
505625;Česká mírová společnost;Spolek;Neuvedeno;Praha, 11000, Nové Město (Praha 1), Panská 890/7;Hlavní město Praha;Praha;Praha;10/04/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,428";"50,084";8791ea8d-1803-4a10-a690-748f4aceb2d2;"14,428";"50,084"
505668;Český svaz drobných chovatelů koní všech plemen;Spolek;Neuvedeno;Praha, 19900, Letňany, Chlebovická 497;Hlavní město Praha;Praha;Praha;29/03/1990;"1 990";aktivní;Služby hospodářských svazů;Ostatní;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,51";"50,132";92f1f894-87ba-4023-b9d7-2dc85ecd5f6e;"14,51";"50,132"
505676;Jednota tlumočníků a překladatelů;Spolek;1 - 5 zaměstnanců;Praha, 11000, Nové Město (Praha 1), Senovážné náměstí 978/23;Hlavní město Praha;Praha;Praha;30/03/1990;"1 990";aktivní;Služby hospodářských svazů;Ostatní;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,432";"50,086";4da5a3ea-6827-4227-b302-872827987e00;"14,432";"50,086"
505714;Tělocvičná jednota Sokol Pražský;Pobočný spolek;10 - 19 zaměstnanců;Praha, 12000, Nové Město (Praha 2), Žitná 1438/42;Hlavní město Praha;Praha;Praha;26/03/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,428";"50,077";1f957726-61d9-4292-91e0-cd407eb74c90;"14,428";"50,077"
505731;ASOCIACE KUCHAŘŮ A CUKRÁŘŮ ČESKÉ REPUBLIKY, z. s.;Spolek;1 - 5 zaměstnanců;Praha, 10800, Malešice (Praha 10), U krbu 521/45;Hlavní město Praha;Praha;Praha;06/06/1990;"1 990";aktivní;Služby hospodářských svazů;Ostatní;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,494";"50,084";3656e77a-61f0-493a-b0d5-77088edf229e;"14,494";"50,084"
505765;T.R.S. - tvůrčí a reprodukční skupina;Spolek;Neuvedeno;Praha 9, Slévačská 903;Hlavní město Praha;Praha;Praha;10/04/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,547";"50,104";be2db6be-8803-4fd3-9a41-ebab1dead18c;"14,547";"50,104"
505846;Nezávislá výtvarná skupina;Spolek;Neuvedeno;Praha, 14700, Braník, Jeremenkova 1014/56;Hlavní město Praha;Praha;Praha;30/03/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,422";"50,045";f61b0489-5078-42eb-a1e3-5d736278a4cb;"14,422";"50,045"
505897;Klub vědeckotechnické činnosti vysokoškolské mládeže,Praha;Spolek;Neuvedeno;Praha;Hlavní město Praha;Praha;Praha;01/05/1991;"1 991";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,434";"50,084";e6cc36cf-9f7a-4bf5-a94a-50b71cf6fcb6;"14,434";"50,084"
505919;Děti Země;Spolek;Neuvedeno;Brno, 60200, Zábrdovice (Brno-střed), Cejl 866/50a;Jihomoravský kraj;Brno-město;Brno;10/04/1990;"1 990";aktivní;Mimoškolní vzdělávání dětí a mládeže;Vzdělávání;není k dispozici;Statutární orgán - Užší kolegium;není k dispozici;13;Ochrana životního prostředí, ochrana přírody a krajiny, ochrana zdraví a kvality života, ochrana práv zvířat, ochrana práv spotřebitelů, ekologická výchova, osvěta a vzdělávání, podpora veřejnosti v jejím zapojování do ochrany životního prostředí a do veřejného života, ochrana práv spotřebitelů a propagace alternativních kulturních a uměleckých aktivit.;NE;"16,621";"49,199";64a01df6-7570-4171-addf-3415388bd9ad;"16,621";"49,199"
506001;Asociace tanečních umělců České republiky, z. s.;Spolek;Neuvedeno;Praha, 11000, Staré Město, Celetná 595/17;Hlavní město Praha;Praha;Praha;23/04/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,425";"50,087";92de28a1-a58f-4fa2-bdab-e1a060a38a46;"14,425";"50,087"
506044;SOKOL PRAHA - JIH;Pobočný spolek;Neuvedeno;Praha, 14900, Háje, K Milíčovu 674/2;Hlavní město Praha;Praha;Praha;10/04/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,535";"50,028";235406cc-491a-4beb-8688-e71cd8f894ec;"14,535";"50,028"
506133;Pionýr, z. s. - 241. pionýrská skupina Ledňáček;Pobočný spolek;Neuvedeno;Praha, 13000, Žižkov (Praha 3), Řehořova 936/35;Hlavní město Praha;Praha;Praha;25/04/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,444";"50,086";7b417759-5516-4814-abb6-72eb46d5fdea;"14,444";"50,086"
506141;Rada nezávislého školství, z.s.;Spolek;Neuvedeno;Praha, 11000, Nové Město (Praha 1), Jungmannova 19/7;Hlavní město Praha;Praha;Praha;25/04/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,422";"50,08";1a89c265-d1a3-46d5-a90b-12c05160ff09;"14,422";"50,08"
506184;Český svaz vodního motorismu;Spolek;Neuvedeno;Praha, 16900, Břevnov (Praha 6), Zátopkova 100/2;Hlavní město Praha;Praha;Praha;19/04/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,386";"50,081";7b94bc79-be2d-4d53-98ad-96b3c53e69a7;"14,386";"50,081"
506206;Česká unie karikaturistů;Spolek;Neuvedeno;Praha, 14000, Michle (Praha 4), U Botiče 1390/3;Hlavní město Praha;Praha;Praha;26/04/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,456";"50,055";b5144473-9991-45df-b2c2-458d5810bea2;"14,456";"50,055"
506214;Mládežnické vědeckotechnické sdružení;Spolek;Neuvedeno;Praha, 11000, Nové Město (Praha 1), U půjčovny 955/10;Hlavní město Praha;Praha;Praha;10/04/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,432";"50,084";8f8841ce-abb6-46b2-9572-a06f1618cdc8;"14,432";"50,084"
506231;Asociace scénografů;Spolek;Neuvedeno;Praha, 15000, Smíchov, Štefánikova 250/6;Hlavní město Praha;Praha;Praha;10/04/1990;"1 990";aktivní;Služby hospodářských svazů;Ostatní;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,404";"50,073";d8a941d8-8ea5-40d6-a638-58cc10dab5d9;"14,404";"50,073"
506290;Asociace soutěžních automobilových jezdců;Spolek;Neuvedeno;Praha;Hlavní město Praha;Praha;Praha;18/04/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,434";"50,084";0a1309c3-ebfa-4c36-84c4-f989a769f426;"14,434";"50,084"
506311;Horská služba České republiky, z.s.;Spolek;Neuvedeno;Špindlerův Mlýn, 54351, Špindlerův Mlýn 260;Královéhradecký kraj;Trutnov;Špindlerův Mlýn;18/04/1990;"1 990";aktivní;Ostatní zdravotnické služby;Zdravotnictví;není k dispozici;Statutární orgán;není k dispozici;0;Celoroční aktivní činností svých členů vytvářet podmínky pro bezpečný pohyb a pobyt obyvatel a návštěvníků hor. Organizuje a vykonává preventivní a záchranářskou činnost, poskytuje první pomoc a provádí práce vyplývající z účelu HS ČR, zákona č.239/2000 Sb., o Integrovaném záchranném systému, a z členství v mezinárodním sdružení IKAR.;NE;"15,61";"50,725";211973ab-af25-44be-9cee-52c8a25114e7;"15,61";"50,725"
506320;Asociace profesionálních fotografů České republiky z.s.;Spolek;Neuvedeno;Praha, 11000, Staré Město, Národní 961/25;Hlavní město Praha;Praha;Praha;02/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,418";"50,082";2c41e426-1a50-4a5e-a7be-f1a344770ef0;"14,418";"50,082"
506401;Svaz kin České republiky v likvidaci;Spolek;Neuvedeno;Praha, 11000, Nové Město (Praha 1), Růžová 951/13;Hlavní město Praha;Praha;Praha;03/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,431";"50,083";2af283d8-2bfa-4b3c-b6eb-29fc3c46d852;"14,431";"50,083"
506427;SDH-ST SERVIS;Pobočný spolek;Neuvedeno;Praha, 17000, Holešovice (Praha 7), Šternberkova 446/17;Hlavní město Praha;Praha;Praha;13/04/1990;"1 990";aktivní;Požární ochrana a jiná pomoc v krizi;Sbor dobrovolných hasičů;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,434";"50,101";7deb9a89-f1ba-4e04-b712-a2d064713d9b;"14,434";"50,101"
506443;Česká strojnická společnost z.s.;Spolek;Neuvedeno;Praha, 11000, Staré Město, Novotného lávka 200/5;Hlavní město Praha;Praha;Praha;02/05/1990;"1 990";aktivní;Služby profesních organizací;Profesní organizace;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,413";"50,085";fb857c09-6869-4430-bf6a-d457900f2992;"14,413";"50,085"
506486;Asociace středoškolských studentů Československa;Spolek;Neuvedeno;Praha, 11000, Nové Město (Praha 1), Senovážné náměstí 981/21;Hlavní město Praha;Praha;Praha;03/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,432";"50,086";3113f3e6-d89d-4f47-bc64-ad830e78f54f;"14,432";"50,086"
506494;Svaz podnikatelů pro využití energetických zdrojů, z.s.;Spolek;Neuvedeno;Praha, 17000, Holešovice (Praha 7), Argentinská 286/38;Hlavní město Praha;Praha;Praha;02/05/1990;"1 990";aktivní;Místní a regionální rozvoj;Ostatní;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,445";"50,109";f406196f-d5b2-472d-9c83-f9e30c01c29b;"14,445";"50,109"
506605;Sdružení Ukrajinců a příznivců Ukrajiny, z.s.;Spolek;Neuvedeno;Praha, 12000, Vinohrady (Praha 2), Vocelova 602/3;Hlavní město Praha;Praha;Praha;02/05/1990;"1 990";aktivní;Ochrana lidských práv;Politika;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,431";"50,076";fdcb6808-6578-487b-b65e-0d460a161937;"14,431";"50,076"
506702;Společenstvo drobného podnikání, z. s.;Spolek;1 - 5 zaměstnanců;Praha, 11000, Staré Město, Novotného lávka 200/5;Hlavní město Praha;Praha;Praha;04/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,413";"50,085";4eeb0faf-a3ea-438c-9cb2-411f8a0b43e7;"14,413";"50,085"
506753;Tělocvičná jednota Sokol Praha Záběhlice;Pobočný spolek;1 - 5 zaměstnanců;Praha, 10600, Záběhlice (Praha 10), Na vinobraní 230/91;Hlavní město Praha;Praha;Praha;24/04/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,493";"50,057";6591e442-3e21-4a59-b093-0ec132ab96f2;"14,493";"50,057"
506796;Společnost sociálních pracovníků ČR, z. s.;Spolek;1 - 5 zaměstnanců;Praha, 18100, Bohnice, Řepínská 676/9;Hlavní město Praha;Praha;Praha;07/05/1990;"1 990";aktivní;Služby hospodářských svazů;Ostatní;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,434";"50,133";ae8ad7e3-0580-4825-9aa8-866f139b9509;"14,434";"50,133"
506800;Sdružení učitelů jógy ČR, z.s.;Spolek;Neuvedeno;Praha, 13000, Vinohrady (Praha 3), Bořivojova 2423/13;Hlavní město Praha;Praha;Praha;02/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,458";"50,082";9f5dbb42-cff5-4111-8e57-98bd7203cff0;"14,458";"50,082"
506907;Farma GENESIS - Hrazená Lhota, z.s.;Spolek;Neuvedeno;Praha, 14900, Šeberov (Praha-Šeberov), Svépomocná 613;Hlavní město Praha;Praha;Praha;04/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,513";"50,002";6460ed63-9863-4e99-a8d7-40d6654e3cb9;"14,513";"50,002"
506923;Česká stavební společnost z.s.;Spolek;Neuvedeno;Praha, 11000, Staré Město, Novotného lávka 200/5;Hlavní město Praha;Praha;Praha;03/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,413";"50,085";64860548-625d-49e3-bc8d-ba1bab7409ce;"14,413";"50,085"
506931;Hornický spolek;Spolek;Neuvedeno;Praha, 11000, Staré Město, Novotného lávka 200/5;Hlavní město Praha;Praha;Praha;07/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,413";"50,085";a422713b-ce83-4c40-9f6e-425c79291a80;"14,413";"50,085"
506940;Společnost pro trhací techniku a pyrotechniku;Spolek;Neuvedeno;Praha, 11000, Staré Město, Novotného lávka 200/5;Hlavní město Praha;Praha;Praha;07/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,413";"50,085";76f0b36a-b65e-4e07-8d31-ef22c2d20f2c;"14,413";"50,085"
506958;Česká silniční společnost z.s.;Spolek;1 - 5 zaměstnanců;Praha, 11000, Staré Město, Novotného lávka 200/5;Hlavní město Praha;Praha;Praha;08/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,413";"50,085";aa09ca3a-2652-4691-a7dc-64d525758c9e;"14,413";"50,085"
507016;"Vodácký turistický klub ""Suchá noha"" z.s.";Spolek;Neuvedeno;Praha, 18100, Čimice, Žalovská 431/34;Hlavní město Praha;Praha;Praha;07/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,58";"50,058";af1219bf-43ba-4aa0-8ca2-0354b501fa5b;"14,58";"50,058"
525618;TJ DNT Kadaň z.s.;Spolek;Neuvedeno;Kadaň, 43201, Kadaň, U Splitu 1703;Ústecký kraj;Chomutov;Kadaň;25/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;Statutární orgán;není k dispozici;0;rozvíjení a podpora tělovýchovných a sportovních aktivit  členů a příznivců v rámci jednotlivých oddílů TJ;NE;"13,261";"50,376";76b81cd6-b618-41d3-8c0d-6578d9761d99;"13,261";"50,376"
507024;Svaz chovatelů holštýnského skotu ČR, z.s.;Spolek;10 - 19 zaměstnanců;Hradištko, 25209, Hradištko, Benešovská 123;Středočeský kraj;Praha-západ;Hradištko;07/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,416";"49,865";51d4d679-f71b-4893-9247-1286f1a6b67b;"14,416";"49,865"
507067;Česká společnost pro ocelové konstrukce, z.s.;Spolek;Neuvedeno;Praha, 11000, Staré Město, Novotného lávka 200/5;Hlavní město Praha;Praha;Praha;10/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,413";"50,085";799bbda5-0401-4466-95bf-3e29020cfc6c;"14,413";"50,085"
507113;Bruslařský klub Říčany, z. s.;Spolek;Neuvedeno;Říčany, 25101, Pacov, Pomněnková 172/3;Středočeský kraj;Praha-východ;Říčany;07/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,679";"50,004";d87a7bb2-9227-4bfb-b953-9914ff6656f1;"14,679";"50,004"
507181;Pionýr, z. s. - 109. pionýrská skupina Vyšehrad;Pobočný spolek;Neuvedeno;Praha, 12800, Vyšehrad, Vratislavova 156/22;Hlavní město Praha;Praha;Praha;02/04/1990;"1 990";aktivní;Mimoškolní vzdělávání dětí a mládeže;Vzdělávání;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,419";"50,066";b467797b-5034-4405-ad7e-1ee70b58c23e;"14,419";"50,066"
507229;Pionýr, z. s. - 21. pionýrská skupina Střelka;Pobočný spolek;Neuvedeno;Praha, 18000, Libeň (Praha 8), Na Rokytce 1031/26;Hlavní město Praha;Praha;Praha;02/04/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,474";"50,11";f3599a7e-8c30-4888-8f07-4c0a5cb12618;"14,474";"50,11"
507377;Samosprávná unie studentů FEL při ČVUT;Spolek;Neuvedeno;Praha 6, Technická 2, PSČ 166 27;Hlavní město Praha;Praha;Praha;10/04/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,393";"50,103";fa00cea2-f294-411e-a52e-eeb46f59fd65;"14,393";"50,103"
507415;Tělocvičná jednota Sokol Nymburk;Pobočný spolek;Neuvedeno;Nymburk, 28802, Nymburk, Tyršova 180/14;Středočeský kraj;Nymburk;Nymburk;19/04/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"15,038";"50,185";c7a1c772-7eb7-45de-9eaf-c6efd79b2ade;"15,038";"50,185"
